realistic,investigative,artistic,social,enterprising,conventional,extraversion,agreeableness,conscientiousness,emotional_stability,openness,major
2.625,3.75,3.625,4.0,4.25,4.25,-3,-2,2,-3,-3,medical
1.375,2.75,2.5,2.5,1.375,4.75,-5,-2,1,-4,1,chemistry
1.25,2.75,3.5,4.125,3.125,2.0,-3,-1,4,-3,-3,english literature
2.25,1.5,3.5,2.375,3.25,3.125,0,3,0,-2,2,architecture
1.25,2.5,3.0,4.125,2.375,1.5,0,6,4,1,4,business
2.125,4.0,4.5,3.875,2.625,2.25,-2,0,5,-2,4,psychology
2.375,2.875,3.75,3.0,2.5,2.375,-3,0,6,2,3,journalism
1.25,2.875,4.375,3.625,1.875,1.0,-2,1,-4,-3,5,psychology
2.25,4.875,2.25,3.5,1.625,3.375,-1,0,1,4,2,english
1.375,2.875,3.5,3.125,2.5,2.125,-2,3,1,0,4,archaeology
2.875,2.25,3.25,4.25,4.125,3.25,0,4,5,0,5,industrial design
2.625,3.375,4.875,3.625,3.0,3.0,-1,0,2,-4,-1,mass communication
2.875,2.0,2.875,2.0,3.625,4.25,2,3,5,2,5,economics
2.5,5.0,3.75,4.5,3.0,2.5,-3,6,5,3,0,veterinary medicine
3.25,2.75,4.125,3.875,3.875,1.875,-1,2,0,1,6,medicine
1.0,3.75,2.5,3.75,2.75,1.125,-1,1,3,0,-2,criminology
1.5,4.25,2.25,3.0,2.0,2.375,-3,0,4,-2,5,psychology
1.625,3.75,1.625,4.0,2.875,2.0,0,4,6,4,1,psychology
4.0,4.75,3.625,4.5,3.25,2.0,1,6,4,6,6,business
1.5,1.5,3.625,4.25,2.125,2.875,0,6,6,6,5,psychology
1.5,3.625,3.125,4.625,3.0,1.125,2,0,2,3,5,government
3.375,4.0,3.875,4.625,3.125,2.125,5,-3,0,-2,2,psychology
1.75,4.375,2.0,2.625,2.5,3.375,1,1,3,2,3,medic
2.875,4.375,3.125,3.0,3.5,3.125,0,2,0,6,2,physics
1.5,2.875,1.625,3.0,2.5,1.375,-5,5,4,3,0,environmental studies
1.0,3.5,3.0,3.625,2.0,1.0,-3,1,6,0,4,psychiatry
2.625,2.625,2.375,3.625,3.25,4.0,-4,3,6,-1,0,psychology
3.875,1.0,1.5,1.375,1.25,1.0,4,4,4,6,4,mechanical engineering
1.875,2.875,1.75,3.0,2.75,3.0,-5,0,5,3,2,nursing
3.625,3.75,3.125,2.375,1.75,2.5,-5,-4,-1,5,-2,mechanical engineering
3.125,4.875,1.375,3.5,1.5,3.25,-4,1,1,-1,-1,psychology
1.375,1.875,3.75,3.375,2.0,1.875,-5,0,4,-1,6,engineering
1.625,3.375,3.75,2.25,2.5,1.25,5,0,1,4,5,psychology
1.625,3.875,2.375,1.125,1.625,1.625,-3,2,1,6,5,electrical engineering
1.0,4.25,2.375,4.0,1.5,1.125,4,4,3,0,4,health studies
1.75,1.25,3.125,3.875,3.75,3.0,1,-2,4,-6,1,english
2.125,3.125,4.5,2.5,2.125,1.625,5,6,-3,4,5,computer science
1.625,1.25,1.375,2.5,2.125,2.875,-2,5,2,0,1,accountancy
1.375,1.5,2.25,2.0,3.125,2.125,5,2,6,4,5,marketing
2.875,1.75,3.125,4.375,2.125,2.625,1,0,1,0,4,civil engineering
3.75,3.125,0.875,3.75,2.5,3.625,-1,5,6,5,5,psychology
1.0,1.875,3.5,3.375,3.625,2.625,6,0,-3,0,6,economics
2.0,3.25,1.625,1.375,1.0,4.625,-6,4,6,1,0,english
1.125,1.5,3.875,4.5,2.875,2.125,0,6,6,6,5,psychologu
2.125,2.25,2.875,3.25,2.75,2.125,4,0,0,-1,4,engineering
3.0,5.0,3.5,4.25,2.375,2.5,-4,4,0,-2,3,botany
2.0,4.125,4.125,4.75,3.125,2.75,0,3,6,2,4,pharmacy
2.5,2.0,2.375,2.875,2.875,3.125,1,4,4,-1,2,psychology
1.875,3.375,2.5,4.5,2.875,2.875,0,0,6,0,4,rehabilitation services
3.5,4.0,4.125,4.375,4.25,4.625,-4,4,0,0,3,engineering
1.625,4.125,2.875,4.75,3.0,2.25,1,0,6,0,5,rehabilitation services
3.125,4.625,2.75,4.625,2.875,2.5,-3,0,3,3,3,psychology
1.75,2.0,2.0,3.5,2.625,3.25,1,1,4,6,1,computer science
1.875,4.625,3.0,5.0,3.125,2.125,0,0,6,0,6,rehabilitation services
2.5,3.25,4.125,3.125,1.5,1.0,6,1,3,3,5,psychology
2.25,1.0,1.25,2.75,3.625,4.0,2,5,4,4,1,engineering
1.5,3.5,3.5,3.75,2.375,2.5,-5,2,5,-2,3,psychology
2.0,3.0,3.0,3.625,1.25,1.5,0,4,4,4,4,health
1.75,3.0,2.5,2.75,3.875,1.625,-1,3,0,-1,5,english
1.625,1.625,2.125,3.25,2.125,1.375,0,1,-3,-3,3,nutrition
1.0,3.125,2.625,1.75,1.0,1.375,-6,5,1,-1,2,english
2.125,3.25,1.875,3.5,2.25,2.125,-2,1,4,4,-1,pharmacy
3.25,4.125,2.125,3.5,1.375,2.125,-5,4,6,3,-4,biology
1.125,1.875,2.5,4.125,1.5,1.25,0,7,0,0,0,early childhood development
2.625,2.75,3.25,3.5,2.75,2.375,0,5,6,3,6,marketing
1.5,4.875,2.125,3.75,1.125,1.125,-1,4,5,6,6,biochemistry
2.0,4.375,4.125,3.75,2.5,2.0,3,2,-2,-2,6,psychology
1.25,3.5,4.5,3.25,3.25,1.5,0,1,-4,1,-1,law
1.0,4.5,2.5,3.0,3.5,4.25,1,6,5,0,6,psychology
2.125,3.75,2.625,4.125,3.125,2.75,2,1,5,3,3,engineering
1.375,3.875,2.375,2.125,1.375,4.125,-1,1,-3,0,3,psychology
3.625,2.375,2.5,2.625,2.125,4.0,-2,3,1,5,-1,russian
1.0,1.375,1.125,4.125,1.5,1.0,6,1,5,5,3,psychology
1.875,1.25,2.0,4.0,3.375,2.125,0,4,4,5,5,elementary education
1.125,2.5,3.875,4.125,2.0,1.0,1,1,-3,0,-5,psychology
3.125,3.25,3.375,2.5,1.125,1.625,-5,3,1,-1,5,arts
2.375,3.625,3.625,3.375,2.875,2.625,-1,4,-2,0,3,psychology
1.0,1.0,1.5,2.875,3.375,1.5,3,3,6,6,4,aa
1.0,3.125,1.375,2.375,1.0,1.0,-5,5,6,5,2,psychology
3.75,4.375,2.25,4.125,2.125,2.75,3,5,5,6,4,chemistry
1.0,2.125,1.0,3.375,1.125,1.125,4,2,5,1,0,psychology
1.125,3.25,3.25,2.75,1.625,2.125,1,3,6,-1,4,elementary education
2.875,3.875,3.125,3.5,2.75,2.875,-2,2,0,4,3,civil engineering
1.75,1.75,1.75,2.125,1.625,1.75,4,5,5,-2,4,english
2.875,5.0,3.875,3.625,2.25,2.625,5,-1,1,-1,3,astronomy
2.875,3.75,4.375,1.875,2.5,3.125,-6,-3,4,1,2,languages
2.0,2.125,2.25,3.875,1.5,1.375,1,4,6,6,3,business
2.0,2.25,2.875,1.625,1.5,2.125,-6,-2,2,-6,0,psychology
1.0,4.0,3.5,2.5,1.125,1.5,-6,6,4,-4,6,psychology
3.125,4.25,4.875,3.875,3.875,3.5,0,1,3,2,3,psychology
3.625,2.375,3.625,4.125,3.0,4.125,4,5,6,6,5,business
4.25,3.75,1.25,5.0,2.75,3.75,1,-1,6,2,4,rehabilitation service
1.5,2.75,1.125,2.0,2.125,3.375,-2,0,5,-1,2,psychology
2.5,1.625,3.625,2.0,2.25,1.5,-1,2,3,1,6,visual arts
1.625,1.25,2.5,2.625,2.5,1.0,-5,3,1,-5,-1,law
4.625,2.75,3.25,4.0,3.625,3.0,0,4,0,-2,3,mechanical engineering
1.125,2.625,3.25,4.5,3.5,3.0,6,5,1,5,2,hospitality
2.25,2.125,2.0,2.375,2.875,2.75,-1,2,6,0,3,science
3.875,3.625,2.75,1.75,1.125,2.125,-4,-2,1,4,1,mechanical engineering
1.625,2.375,4.25,3.5,1.875,1.0,-2,3,4,-4,5,communications
3.625,2.75,1.75,2.375,3.625,2.75,1,-1,3,1,0,criminal justice
1.375,3.25,2.875,2.375,1.75,2.625,-2,3,4,0,-1,science
1.5,2.75,2.875,4.25,4.25,2.875,-1,5,4,0,4,business management
2.75,2.5,2.125,4.375,3.25,4.25,0,1,4,-2,2,nursing
1.75,3.625,3.5,3.75,3.125,2.125,3,0,4,-2,1,psychology
1.875,2.75,4.5,2.5,3.5,3.25,3,3,-2,1,4,psychology
2.375,3.75,3.375,3.875,2.875,1.5,0,2,0,-3,4,english
2.5,4.5,3.375,4.625,3.5,2.75,4,-1,2,1,5,nursing
1.25,1.25,1.0,2.0,1.5,2.0,-1,5,4,1,3,financial
3.0,4.625,3.125,4.0,2.25,3.375,4,6,-2,-4,4,psychology
2.0,3.5,3.375,2.5,2.375,1.5,-4,3,4,-1,0,global studies
2.25,2.5,1.25,3.5,4.25,3.25,6,0,3,-5,0,international business
3.375,3.5,3.5,3.25,3.75,2.0,5,1,0,-2,4,mba
1.5,2.625,3.125,4.0,2.25,1.125,1,3,6,6,5,psychology
1.0,3.625,4.75,2.875,2.25,1.75,0,1,6,-1,3,english
2.625,2.0,2.75,3.625,1.75,1.875,1,2,2,-3,5,social work
1.5,2.0,1.25,1.25,2.5,1.75,-1,3,3,2,3,medical
3.5,3.5,2.375,2.125,1.875,2.375,-3,2,-3,5,3,pharmacy
1.375,4.25,2.25,4.875,2.5,1.75,1,4,5,5,2,psychology
1.125,1.625,1.875,4.375,3.125,3.625,1,4,5,1,-2,psychology
1.5,4.0,4.75,1.5,1.125,1.5,-4,2,4,-5,5,music
1.25,1.75,2.125,2.125,3.5,1.0,2,0,6,6,0,criminal justice
3.0,2.875,2.875,4.125,2.25,2.375,-3,0,1,1,1,adult education
2.125,2.0,3.375,3.5,3.5,3.0,3,2,2,0,4,english
1.125,2.5,4.625,4.625,3.125,1.875,6,0,5,-6,6,history
1.25,1.625,1.875,4.0,1.75,1.375,0,1,6,6,5,criminal justice
1.25,3.0,3.5,3.875,2.875,1.75,-3,1,3,3,4,english
1.0,2.125,1.125,3.25,1.625,1.25,5,5,5,5,2,psychology
1.0,1.0,2.5,2.25,1.125,1.625,-4,6,5,5,1,politics
3.125,4.75,3.75,4.875,2.875,1.5,4,2,4,5,6,nursing
3.375,3.625,3.25,3.625,2.875,3.375,-1,1,0,0,2,business
3.125,4.875,3.625,3.75,3.125,2.75,3,4,4,6,5,english
2.25,2.875,2.125,2.625,1.625,2.25,0,6,6,6,5,history
1.75,1.625,3.25,3.25,3.375,3.0,2,-1,5,0,3,sports medicine
1.25,2.0,2.75,3.75,2.875,1.625,1,4,2,1,4,social working
2.375,3.5,3.75,3.375,2.625,3.375,1,3,2,-1,5,humanities
1.125,4.25,3.0,2.125,3.125,1.0,5,-1,6,3,6,philosophy
5.0,5.0,3.5,5.0,4.25,5.0,6,0,6,6,6,healthcare
2.25,2.625,4.0,3.75,2.625,1.75,2,1,1,-1,6,recreational therapy
3.625,3.125,2.375,2.0,3.75,4.375,-5,4,5,6,1,mathematics
2.5,3.625,2.125,3.375,3.5,3.75,-2,5,4,4,4,nursing
1.625,2.25,3.75,4.625,2.625,3.0,1,5,5,6,2,psychology
1.5,1.0,3.0,4.375,2.25,1.875,6,5,0,-5,4,educational studies
1.75,3.375,2.875,3.625,1.375,1.375,5,6,3,-4,4,psychology
1.5,4.625,1.5,1.75,1.125,1.25,6,1,6,2,1,premedicine
2.625,1.875,2.875,2.375,2.0,1.375,5,0,6,4,4,management
2.875,3.625,3.875,4.5,4.375,4.75,3,6,4,2,4,business administration
2.375,2.875,2.625,3.125,3.25,2.25,4,5,-3,4,-1,communications
2.375,1.75,4.5,2.875,2.75,1.75,-2,-2,5,0,2,economics
1.875,3.0,3.75,2.75,3.625,1.5,6,1,3,4,3,law
2.125,2.625,3.625,4.0,3.5,2.375,-2,-2,-1,1,2,communications media
1.25,3.5,3.0,3.625,2.75,1.5,2,4,4,4,5,prevet
3.0,2.625,1.5,2.0,2.75,4.0,-1,0,1,5,2,administration
1.0,3.125,1.0,3.0,1.0,1.0,-2,0,5,0,2,nursing
2.125,2.75,3.0,3.25,2.125,2.0,-5,-2,4,2,0,international relations
1.0,2.75,1.0,3.375,3.375,1.875,6,6,5,5,-2,psychology
1.25,1.5,3.375,3.5,1.0,1.5,1,3,5,-4,4,english
1.0,4.125,3.75,4.5,1.5,1.75,6,3,6,-1,1,psychology
2.0,2.75,4.375,3.875,3.75,3.25,4,4,5,6,5,journalism
3.125,3.875,1.75,2.0,1.875,4.125,-5,-2,3,-4,2,electrical engineering
2.75,4.625,3.625,2.75,2.75,2.875,-5,0,5,0,1,government
1.375,2.375,1.5,4.0,2.0,1.5,-1,0,3,-2,2,nursing
2.75,4.0,3.75,2.75,2.375,1.125,-5,-4,4,4,1,accounting
1.0,4.125,1.125,4.0,1.625,2.0,1,6,6,4,4,psychology
2.125,2.875,2.5,4.125,3.875,2.875,3,1,1,-1,0,psychology
3.25,3.25,2.25,3.625,3.25,4.25,-2,1,2,1,-1,computer science
1.5,2.25,3.5,3.5,4.125,4.125,2,0,0,-3,0,commerce
3.25,2.25,2.125,3.0,3.875,4.25,1,2,-1,0,3,finance and marketing
1.375,2.5,3.25,4.25,2.375,2.0,3,1,3,4,0,translation
1.625,2.25,3.875,3.375,3.0,1.875,2,2,6,6,6,gender studies
1.125,2.875,3.375,2.0,1.75,1.5,1,-2,4,-5,3,public relations
1.75,3.625,2.5,3.5,2.0,2.25,2,3,3,2,2,chemistry
1.125,3.25,3.375,3.125,2.625,4.5,-1,3,6,5,5,journalism
4.125,4.375,4.5,4.125,4.0,4.875,-3,1,-5,1,1,finance
3.875,3.75,3.625,2.625,3.25,3.75,-4,-1,-2,4,6,psychology
2.25,3.0,3.5,2.75,2.75,2.75,-1,1,5,-1,2,english
1.5,1.375,3.375,2.375,3.75,2.375,6,-1,-1,-1,3,actuarial science
1.0,1.25,3.0,2.5,5.0,4.25,1,3,6,-4,5,tourism
1.375,4.25,3.75,3.25,2.875,2.125,-5,1,5,0,-2,management
2.25,3.625,4.0,3.875,3.5,1.75,1,5,4,6,6,psychology
3.5,2.625,2.375,4.125,2.5,2.625,2,0,6,3,0,diesel mechanic
1.75,4.25,3.875,2.5,1.875,1.25,5,1,0,5,6,business
2.375,2.25,3.625,3.25,2.75,2.5,6,-1,5,1,3,law
1.0,3.75,4.625,4.75,1.5,1.0,1,6,5,3,6,sociology
1.25,1.0,2.0,1.875,3.0,3.375,6,2,3,6,6,international marketing
3.125,3.375,3.5,3.125,2.375,2.0,-1,2,1,4,4,aviation
1.625,2.0,4.5,4.25,2.375,1.375,3,6,4,-1,4,psychology
1.5,4.375,2.0,1.75,1.625,2.25,-6,-1,2,4,5,science
1.0,4.0,2.125,4.25,2.375,1.125,4,6,5,0,5,liberal studies
2.375,3.0,3.0,4.5,4.5,2.5,-2,3,6,-4,4,engineering
3.5,3.875,1.875,2.5,2.0,2.375,-1,4,1,4,5,civil engineering
2.75,2.5,4.625,4.375,3.875,1.75,0,3,-5,-4,5,entrepreneurship
1.0,4.5,3.5,3.625,1.5,1.0,-1,4,1,1,4,english
5.0,5.0,2.0,5.0,4.5,5.0,6,6,6,6,6,healthcare
1.375,2.5,2.75,4.25,4.0,4.625,1,1,4,3,3,psychology
1.75,3.375,4.125,4.875,3.25,1.875,2,4,3,4,4,psychology
1.875,2.75,1.5,4.0,1.0,1.0,0,1,4,-3,4,psychology
1.625,1.375,2.75,4.125,2.0,2.25,3,3,6,4,4,psychology
2.75,3.125,2.75,3.5,3.125,2.5,4,-3,-2,-2,0,history
2.875,3.875,1.375,3.5,2.625,3.25,0,1,5,0,-2,finance
2.0,2.5,2.375,2.125,2.5,2.625,1,-1,-5,1,-2,teaching
2.375,4.5,4.0,2.875,1.875,1.375,-6,1,2,4,5,architecture
1.0,3.0,2.375,2.75,3.0,4.25,5,6,4,3,3,accounting
3.25,4.0,2.25,2.5,1.875,2.25,1,-2,-1,2,3,engineering
3.25,3.625,3.5,4.125,3.5,2.75,1,0,-6,-5,4,fashion
2.375,4.625,3.875,3.375,2.125,1.0,2,3,2,3,4,english
2.125,4.125,4.375,3.25,2.375,2.375,0,5,5,-3,6,music
1.25,2.0,2.125,3.75,2.125,1.5,-1,5,5,-3,4,psychology
2.625,3.75,3.875,3.25,2.0,1.875,-4,4,3,0,4,fine art
3.125,4.0,3.75,2.875,2.5,3.375,-2,1,6,4,4,maths
2.25,2.0,2.375,4.125,1.25,2.625,-5,4,2,3,5,special education
3.125,3.625,3.375,4.625,3.125,2.75,1,6,5,3,5,business management
1.625,2.625,2.625,4.0,4.0,4.875,1,1,4,3,4,psychology
1.25,1.5,2.375,2.0,2.125,1.625,5,4,5,1,1,clinical psychology
1.5,4.0,4.875,2.875,1.625,1.0,3,-3,3,0,3,psychology
2.0,5.0,2.625,4.625,1.5,2.125,3,2,6,1,6,forensic psychology
3.875,3.125,4.0,3.0,4.0,3.0,3,-4,-1,0,4,science
1.125,3.125,4.75,4.75,3.125,2.5,5,6,1,3,6,international affairs
1.0,3.5,2.875,3.0,3.375,1.375,3,6,4,-2,2,business administration
1.375,1.875,2.375,3.75,2.625,1.25,-4,0,3,-1,2,psychology
1.5,1.875,2.0,2.75,1.375,1.0,0,4,4,-1,1,biology
1.0,2.125,4.0,3.25,4.0,2.75,0,5,3,0,5,civil engineering
1.375,1.75,3.625,2.375,2.375,1.75,0,5,3,0,6,art history
3.625,3.375,2.875,4.125,3.875,2.25,-1,1,2,6,2,marketing
2.375,2.25,2.625,2.75,2.125,3.875,4,5,2,5,3,geology
1.625,2.125,1.125,3.875,1.625,1.75,0,1,5,1,4,sociology
1.75,2.0,1.75,3.75,3.125,2.125,3,-1,1,-2,-1,psychology and nutrition
2.75,2.125,1.5,4.5,3.25,3.25,5,2,5,0,3,psychology
4.125,2.75,1.5,2.25,2.5,3.625,-2,1,3,-4,5,geological engineering
2.875,2.75,1.625,3.5,2.625,3.125,2,0,5,-2,1,engineering
3.625,3.5,4.0,4.0,3.125,3.5,-2,0,3,3,2,design
1.125,3.5,4.625,4.75,1.25,1.125,6,3,5,3,2,psychology
1.625,3.875,3.75,4.125,3.25,2.125,1,0,5,1,4,medicine
1.875,2.875,3.625,3.625,3.5,2.5,-3,2,0,-1,1,content course
3.25,2.375,3.375,3.125,3.5,2.375,5,4,-1,2,5,english
2.5,3.5,3.75,3.375,3.125,2.125,-2,2,1,-4,1,hospitality
2.875,4.375,4.5,3.5,3.0,2.625,6,3,-3,6,4,design
2.0,1.875,2.5,2.375,1.875,2.75,0,3,1,4,4,computer science
1.0,1.5,3.5,3.0,2.5,1.0,-6,-6,0,3,6,english creative writing
1.125,1.75,2.375,4.625,2.5,2.5,6,3,5,4,6,teaching
1.75,4.625,3.125,3.5,3.0,1.375,3,1,5,5,5,management
1.5,1.0,1.75,1.25,3.5,3.75,5,1,6,6,6,business
1.75,3.5,2.375,2.5,2.625,1.875,4,-1,1,1,0,aviation
1.125,1.5,1.25,2.0,1.25,1.0,-5,4,4,-3,5,nursing
1.625,4.375,4.125,4.25,2.625,1.0,2,6,4,2,5,psychology
2.5,2.625,3.25,3.75,2.125,3.25,-1,-1,-1,-1,0,general arts
2.375,1.75,3.875,2.75,2.5,2.125,-3,2,2,-1,0,architecture
2.875,3.0,3.375,4.75,3.375,3.375,-2,0,3,0,3,economics
2.625,4.0,4.375,4.25,3.5,2.25,1,-1,6,0,4,finance
1.25,1.875,3.375,4.625,2.75,3.25,1,5,6,0,5,counseling
2.375,3.0,3.625,2.25,3.75,2.875,-2,-1,-1,1,0,english
1.5,4.125,1.75,2.5,1.625,1.25,0,1,2,3,5,premed
2.375,1.625,3.625,2.25,2.25,2.875,-1,-3,2,-3,3,accounting
2.25,2.25,4.25,4.375,3.5,2.375,-2,3,0,-3,0,english
2.0,2.625,4.375,4.625,3.375,2.0,6,-1,5,0,4,sociology
3.125,4.25,4.875,4.125,3.5,2.375,2,2,1,0,6,design
1.125,1.0,1.75,2.75,3.125,2.25,0,-1,5,-4,0,economics
1.0,1.625,1.5,2.375,1.0,1.0,-1,2,6,3,5,recreational therapy
1.625,2.875,3.875,1.625,2.875,2.875,-2,1,-2,-2,2,architecture
2.375,4.375,3.875,3.375,2.125,2.625,-1,3,1,0,1,biotechnology
3.875,4.75,4.75,3.5,2.375,2.375,-3,5,2,4,4,computers
1.75,3.875,3.375,4.125,2.75,2.375,1,4,4,3,3,sociology
1.5,1.125,2.625,4.125,3.125,1.875,4,2,6,2,5,english and psychology
3.375,4.875,4.75,5.0,4.375,3.0,3,1,0,5,4,psychology
2.5,4.375,3.75,4.125,2.875,4.375,-3,6,3,3,3,general studies
3.125,4.0,4.125,3.0,2.5,4.25,-6,0,0,-4,-1,math
2.125,4.0,3.625,4.25,2.625,2.875,4,0,4,0,3,economics
1.625,4.25,2.5,1.5,2.75,2.5,4,-1,-3,0,4,business
1.0,1.25,1.375,5.0,1.625,1.125,0,3,2,0,1,social worker
1.25,3.75,2.75,3.75,3.375,3.125,0,4,-1,0,3,neuroscience
1.125,3.75,3.0,4.0,1.625,1.75,0,0,2,3,3,psychology
1.875,2.75,1.875,3.0,2.25,4.0,-6,0,3,3,3,accounting
2.375,2.25,2.25,2.375,2.25,1.5,-1,-4,5,3,5,business
1.0,4.25,3.0,3.875,1.25,1.25,6,1,-2,-3,6,kinesiology
1.0,2.5,1.875,4.0,1.625,1.75,-2,4,1,3,5,business
3.5,3.75,3.0,3.125,2.5,1.875,-1,3,4,5,4,architecture
1.0,4.125,3.75,3.5,3.0,1.375,4,5,4,2,1,psychology
1.5,2.625,4.25,3.375,2.875,2.125,0,3,0,4,4,art
1.0,1.625,3.625,3.75,1.875,1.5,-4,4,1,-2,-3,counseling
1.125,4.375,4.0,2.125,1.75,1.375,-5,0,0,1,3,counselling
1.625,3.25,3.375,3.5,3.125,2.0,1,2,0,-2,5,pre dentistry
1.875,4.25,3.875,4.125,3.125,2.875,-1,4,1,3,3,psychology
2.25,4.25,4.5,4.125,2.125,1.875,0,-5,4,0,5,psychology
1.375,4.375,2.625,2.125,2.375,4.125,4,3,5,4,1,nursing
4.0,2.0,3.75,2.5,2.375,3.75,-2,4,-2,2,1,engineering
1.875,1.0,4.375,4.0,1.75,3.125,4,6,2,1,1,management
1.125,2.75,3.375,3.75,3.25,2.375,5,-1,2,0,6,communications
1.375,3.625,1.125,3.5,1.125,1.875,4,3,2,1,4,kinesiology
1.625,3.875,1.0,5.0,2.75,3.75,-1,4,3,4,0,management
2.125,2.75,3.75,2.375,2.375,1.5,-1,-1,2,3,4,music
1.75,3.125,3.875,3.375,2.75,2.375,-3,6,-1,1,5,communications
1.625,3.125,3.25,3.625,3.25,3.25,-3,0,-1,-5,2,management
2.625,2.875,2.75,2.125,2.75,2.625,3,2,2,2,-1,finance
4.25,2.875,3.625,4.125,3.25,4.375,1,5,6,2,5,electronics engineering
2.0,3.875,3.625,4.25,1.625,1.625,0,5,1,4,5,psychology
1.125,2.25,3.75,4.5,2.5,2.5,6,1,6,0,-1,business
3.125,3.875,3.875,4.375,3.125,2.0,-1,5,-1,5,5,graphic design
2.375,4.375,3.25,3.125,2.5,2.375,0,2,0,0,2,philosophy
1.5,3.75,3.875,3.875,1.625,1.5,3,2,5,-2,6,english
1.125,2.125,2.125,3.75,1.25,1.0,5,4,1,2,6,sociology
2.875,4.0,2.75,2.25,2.5,2.75,-1,4,3,5,1,business
2.25,5.0,4.75,4.875,3.875,2.5,1,2,6,1,6,psychology
1.5,1.625,1.875,1.625,1.0,1.25,-3,2,2,-2,5,computer science
1.75,1.0,2.75,3.75,3.25,1.625,4,5,1,5,1,english
2.625,4.875,1.875,3.75,2.875,3.5,0,3,-1,1,2,mechanical engineering
1.875,3.125,2.125,4.875,4.75,2.75,-3,6,2,3,-1,sociology
1.5,2.625,3.375,2.75,2.0,2.5,-5,2,5,2,6,civil engineering
2.0,3.75,2.375,3.25,2.625,2.75,0,5,3,1,5,neurology
1.125,1.875,3.0,2.0,1.625,1.625,-6,1,-1,-4,-4,communication
3.125,3.875,3.5,2.75,1.75,1.375,-2,1,2,2,4,psychology
1.625,1.875,2.0,5.0,4.375,3.875,5,-2,5,1,5,rehab services
3.25,1.875,3.875,2.0,3.75,4.125,-4,-3,6,-3,-2,economy
1.75,1.75,1.375,1.875,2.125,2.25,1,-2,-2,-5,3,tourism
2.5,3.75,1.25,3.875,1.875,3.25,-1,-1,-1,4,5,electronics engineering
2.125,4.0,4.0,4.375,2.875,1.75,-4,1,1,-5,4,fine arts
1.125,4.0,3.875,3.75,1.25,1.375,4,6,5,6,6,psychology
1.0,3.625,1.0,3.75,1.125,1.25,4,6,5,5,3,sports medicine
3.0,3.0,3.0,3.0,3.0,3.0,-3,4,4,2,2,english
2.25,2.5,3.125,3.125,1.75,1.0,-2,5,0,3,6,design
1.75,4.5,2.5,3.75,1.75,1.5,5,1,6,1,6,computer science
2.375,2.125,1.5,1.375,2.0,1.625,0,2,0,1,2,criminal justice
3.125,2.875,4.0,4.125,2.25,1.0,4,2,1,4,6,communication studies
4.375,4.875,4.75,5.0,4.75,4.75,1,-1,-2,5,4,business admin
3.125,3.75,4.5,4.125,3.25,2.125,-2,2,0,-1,4,english
2.125,3.75,2.75,4.625,3.125,2.875,-1,6,2,0,2,psychology
1.125,3.0,3.0,3.875,3.125,1.75,6,2,2,-2,5,economics
1.0,2.375,2.125,3.625,2.5,2.875,1,6,6,6,6,psychology
2.125,2.25,1.5,2.25,1.625,1.5,3,2,3,3,4,computer science
1.5,1.375,3.875,2.375,3.0,4.625,2,5,6,1,6,fashion
1.875,2.875,2.625,3.5,2.625,1.625,-2,1,4,5,4,science
1.25,3.25,2.75,1.25,1.25,1.25,-6,2,-1,0,2,chemistry
1.0,3.25,2.875,1.5,1.625,1.5,1,4,4,0,4,chemistry
2.0,3.875,3.125,4.875,4.375,2.25,6,3,2,2,2,nursing
1.0,2.375,2.25,3.0,2.625,2.25,0,1,1,1,4,business
2.125,4.0,3.875,3.875,2.0,2.625,6,0,5,-2,5,clinical mental health counseling
1.0,2.375,1.625,3.375,2.25,2.75,0,6,6,5,6,psychology
2.25,3.125,3.25,3.875,2.625,2.0,-3,3,4,-5,3,social sciences
1.0,1.625,2.5,3.875,2.375,1.625,3,4,4,5,3,counseling
1.5,4.0,3.875,2.125,1.875,1.25,1,0,1,1,5,design
2.375,4.25,4.25,3.5,2.5,1.75,-1,0,-1,-1,6,graphic design
1.5,2.5,3.875,3.5,2.75,2.875,5,-1,2,2,2,public policy
2.0,3.875,2.0,1.625,1.5,3.5,-6,-2,-1,-4,0,computer science
1.0,3.625,2.0,2.875,1.625,2.75,-6,1,1,3,2,social work
2.5,3.875,3.25,2.625,2.5,3.25,-2,3,4,1,3,biology
1.625,2.75,1.875,2.625,2.5,3.875,-1,3,0,-2,0,mathematics
2.0,2.625,3.25,3.75,3.5,3.125,1,2,3,2,2,computers
1.0,3.5,1.375,4.0,1.0,1.25,-1,3,6,3,1,medicine
3.75,3.125,3.625,3.375,2.5,2.0,1,3,4,3,4,hospitality
3.75,4.75,3.0,3.25,3.875,3.625,0,0,0,6,0,biology
1.875,1.375,2.25,4.25,3.625,4.25,4,3,1,-1,-1,accounting
2.625,2.25,2.125,4.5,4.375,2.625,1,4,4,2,2,environmental science
1.0,1.0,1.75,1.875,2.375,1.5,4,3,5,-3,3,business
4.5,3.0,2.5,1.75,1.0,1.5,-2,1,3,5,2,law
1.625,2.5,2.125,3.5,3.75,4.75,3,2,6,3,3,accounting
1.25,3.375,1.625,3.125,1.375,2.0,1,3,6,-5,1,nursing
1.875,2.0,1.5,3.75,3.0,2.75,0,1,3,5,2,biology
2.0,4.0,3.75,3.75,3.625,2.75,4,5,-3,3,6,economics
